工號,姓名,部門,email
11337,楊昊洋,品管部,changwanhshing@gmail.com
81184,田秀燕,倉儲部,changwanhshing@gmail.com
30688,宋雅浩,品管部,changwanhshing@gmail.com
72592,何建翔,研發部,changwanhshing@gmail.com
10355,周明宇,客服部,changwanhshing@gmail.com
20800,江冬鳳,倉儲部,changwanhshing@gmail.com
82320,潘建超,企劃部,changwanhshing@gmail.com
36114,彭冬鳳,企劃部,changwanhshing@gmail.com
14064,曹佳玲,行銷部,changwanhshing@gmail.com
48818,黃桂森,法務部,changwanhshing@gmail.com
25677,孫嘉鳳,法務部,changwanhshing@gmail.com
69933,林昊賢,採購部,changwanhshing@gmail.com
38343,吳禮淵,人事部,changwanhshing@gmail.com
60707,呂俊靜,財務部,changwanhshing@gmail.com
90060,丁禮明,財務部,changwanhshing@gmail.com
51583,黃宜達,企劃部,changwanhshing@gmail.com
81500,唐佳浩,研發部,changwanhshing@gmail.com
68739,蔣建云,人事部,changwanhshing@gmail.com
57449,許義芳,總務部,changwanhshing@gmail.com
71406,董建超,稽核部,changwanhshing@gmail.com
22420,許忠昇,企劃部,changwanhshing@gmail.com
72593,蘇佳玲,研發部,changwanhshing@gmail.com
15295,謝秀勇,稽核部,changwanhshing@gmail.com
49667,朱志麗,法務部,changwanhshing@gmail.com
80430,馬夏燕,稽核部,changwanhshing@gmail.com
65195,魏文淵,資訊部,changwanhshing@gmail.com
59125,吳忠軍,品管部,changwanhshing@gmail.com
86977,魏俊明,客服部,changwanhshing@gmail.com
34451,黃偉達,稽核部,changwanhshing@gmail.com
20643,彭欣雄,採購部,changwanhshing@gmail.com
23028,余禮麗,稽核部,changwanhshing@gmail.com
42520,謝仁玲,總務部,changwanhshing@gmail.com
46989,馮美靜,品管部,changwanhshing@gmail.com
13628,朱景毅,稽核部,changwanhshing@gmail.com
91579,周秀林,生產部,changwanhshing@gmail.com
36017,蕭秀強,研發部,changwanhshing@gmail.com
26556,宋宏昇,研發部,changwanhshing@gmail.com
60345,宋仁麗,業務部,changwanhshing@gmail.com
27241,江夏敏,企劃部,changwanhshing@gmail.com
83437,馮晴燕,行銷部,changwanhshing@gmail.com
62314,葉大翔,企劃部,changwanhshing@gmail.com
65138,李建棟,客服部,changwanhshing@gmail.com
55166,袁建明,稽核部,changwanhshing@gmail.com
20641,王欣澤,行銷部,changwanhshing@gmail.com
72175,蔡麗輝,研發部,changwanhshing@gmail.com
23419,馬麗明,資訊部,changwanhshing@gmail.com
24901,潘旭明,財務部,changwanhshing@gmail.com
96105,何宏文,倉儲部,changwanhshing@gmail.com
94815,馬旭宇,企劃部,changwanhshing@gmail.com
53832,彭麗澤,業務部,changwanhshing@gmail.com
90191,蔣佳玲,人事部,changwanhshing@gmail.com
65675,許麗勇,企劃部,changwanhshing@gmail.com
65978,馮信澤,資訊部,changwanhshing@gmail.com
17658,韓峰浩,行銷部,changwanhshing@gmail.com
21946,袁宏鳳,稽核部,changwanhshing@gmail.com
33237,楊雯雄,研發部,changwanhshing@gmail.com
71056,黃美鳳,採購部,changwanhshing@gmail.com
52150,袁建毅,客服部,changwanhshing@gmail.com
54697,黃佳浩,總務部,changwanhshing@gmail.com
22650,宋大昇,客服部,changwanhshing@gmail.com
68338,朱景芳,業務部,changwanhshing@gmail.com
49249,袁義昇,行銷部,changwanhshing@gmail.com
76529,陳晴玲,研發部,changwanhshing@gmail.com
21269,馬夏宇,資訊部,changwanhshing@gmail.com
27642,韓冬秀,總務部,changwanhshing@gmail.com
40744,丁欣燕,研發部,changwanhshing@gmail.com
28398,魏孝賢,倉儲部,changwanhshing@gmail.com
21221,黃麗云,品管部,changwanhshing@gmail.com
51220,吳嘉宇,客服部,changwanhshing@gmail.com
31045,韓景毅,生產部,changwanhshing@gmail.com
90205,朱信森,客服部,changwanhshing@gmail.com
33611,王夏森,人事部,changwanhshing@gmail.com
96029,黃慧靜,稽核部,changwanhshing@gmail.com
30703,葉麗毅,資訊部,changwanhshing@gmail.com
60763,宋國芳,人事部,changwanhshing@gmail.com
79524,張志雄,採購部,changwanhshing@gmail.com
51171,呂明芳,客服部,changwanhshing@gmail.com
41743,杜昊文,資訊部,changwanhshing@gmail.com
89802,謝志鳳,財務部,changwanhshing@gmail.com
15253,鄭冬浩,企劃部,changwanhshing@gmail.com
72606,謝宏玲,資訊部,changwanhshing@gmail.com
23853,任國芳,倉儲部,changwanhshing@gmail.com
90161,馮旭林,品管部,changwanhshing@gmail.com
34443,胡志娟,總務部,changwanhshing@gmail.com
28637,唐嘉龍,人事部,changwanhshing@gmail.com
24149,李偉偉,人事部,changwanhshing@gmail.com
91068,張冬森,稽核部,changwanhshing@gmail.com
80742,吳晴娟,採購部,changwanhshing@gmail.com
33621,吳禮娟,財務部,changwanhshing@gmail.com
94335,程仁翔,總務部,changwanhshing@gmail.com
41722,宋宏勇,法務部,changwanhshing@gmail.com
96387,董惠林,生產部,changwanhshing@gmail.com
92591,胡雅洋,人事部,changwanhshing@gmail.com
31768,宋佳靜,生產部,changwanhshing@gmail.com
77195,何淑玲,資訊部,changwanhshing@gmail.com
90269,林宜玲,資訊部,changwanhshing@gmail.com
51827,丁麗達,客服部,changwanhshing@gmail.com
18565,郭景煌,採購部,changwanhshing@gmail.com
65607,張旭靜,採購部,changwanhshing@gmail.com
45535,蔡佳豪,行銷部,changwanhshing@gmail.com
50230,羅美勇,研發部,changwanhshing@gmail.com
92590,韓仁雄,企劃部,changwanhshing@gmail.com
27715,田明浩,研發部,changwanhshing@gmail.com
45571,孫雯雄,總務部,changwanhshing@gmail.com
52436,吳大翔,稽核部,changwanhshing@gmail.com
68125,宋景豪,資訊部,changwanhshing@gmail.com
42297,袁文軍,生產部,changwanhshing@gmail.com
20202,許孝宇,資訊部,changwanhshing@gmail.com
26993,黃欣洋,客服部,changwanhshing@gmail.com
33862,劉嘉賢,人事部,changwanhshing@gmail.com
67790,杜禮云,行銷部,changwanhshing@gmail.com
36852,吳昊賢,企劃部,changwanhshing@gmail.com
17509,羅忠龍,研發部,changwanhshing@gmail.com
76063,趙宜賢,人事部,changwanhshing@gmail.com
29828,彭惠靜,採購部,changwanhshing@gmail.com
39858,程晨翔,行銷部,changwanhshing@gmail.com
81695,曹昊浩,稽核部,changwanhshing@gmail.com
97302,周晨鳳,採購部,changwanhshing@gmail.com
42002,吳大云,企劃部,changwanhshing@gmail.com
47955,羅昊毅,企劃部,changwanhshing@gmail.com
71222,梁雯娟,企劃部,changwanhshing@gmail.com
17834,胡偉敏,法務部,changwanhshing@gmail.com
49259,呂秀棟,倉儲部,changwanhshing@gmail.com
31883,蔣昊澤,品管部,changwanhshing@gmail.com
19115,馬仁玲,企劃部,changwanhshing@gmail.com
29368,魏文誠,人事部,changwanhshing@gmail.com
43555,郭景棟,客服部,changwanhshing@gmail.com
38052,林麗秀,客服部,changwanhshing@gmail.com
94223,鄧雅超,品管部,changwanhshing@gmail.com
82462,宋孝軍,業務部,changwanhshing@gmail.com
15742,蘇旭龍,採購部,changwanhshing@gmail.com
21070,丁峰達,客服部,changwanhshing@gmail.com
40395,朱大宇,稽核部,changwanhshing@gmail.com
92272,董義輝,生產部,changwanhshing@gmail.com
72004,胡嘉賢,客服部,changwanhshing@gmail.com
77476,潘俊芳,生產部,changwanhshing@gmail.com
74573,李偉浩,品管部,changwanhshing@gmail.com
51703,呂孝傑,資訊部,changwanhshing@gmail.com
68631,魏家麗,倉儲部,changwanhshing@gmail.com
96955,朱宜林,財務部,changwanhshing@gmail.com
31043,葉雯雄,企劃部,changwanhshing@gmail.com
94753,黃峰勇,法務部,changwanhshing@gmail.com
29051,許忠文,法務部,changwanhshing@gmail.com
19873,徐大浩,業務部,changwanhshing@gmail.com
85264,梁建淵,業務部,changwanhshing@gmail.com
53827,呂春豪,採購部,changwanhshing@gmail.com
44011,蘇偉秀,財務部,changwanhshing@gmail.com
70576,唐麗鳳,總務部,changwanhshing@gmail.com
10533,吳晨洋,採購部,changwanhshing@gmail.com
70834,曾俊林,行銷部,changwanhshing@gmail.com
70740,任宏超,行銷部,changwanhshing@gmail.com
47809,宋偉雄,法務部,changwanhshing@gmail.com
66719,田旭敏,財務部,changwanhshing@gmail.com
44659,蔡晴芳,研發部,changwanhshing@gmail.com
74072,袁春鳳,資訊部,changwanhshing@gmail.com
49878,徐秀宇,研發部,changwanhshing@gmail.com
84367,蔣景靜,業務部,changwanhshing@gmail.com
15759,孫欣玲,總務部,changwanhshing@gmail.com
93019,趙晴文,業務部,changwanhshing@gmail.com
10071,高仁敏,企劃部,changwanhshing@gmail.com
93043,任景燕,財務部,changwanhshing@gmail.com
99564,曹家澤,採購部,changwanhshing@gmail.com
86186,郭文明,品管部,changwanhshing@gmail.com
80894,朱正淵,總務部,changwanhshing@gmail.com
33830,蘇雅明,行銷部,changwanhshing@gmail.com
37679,韓美翔,稽核部,changwanhshing@gmail.com
61768,朱桂勇,採購部,changwanhshing@gmail.com
64181,田佳麗,客服部,changwanhshing@gmail.com
84035,吳峰毅,倉儲部,changwanhshing@gmail.com
84006,李家鳳,生產部,changwanhshing@gmail.com
63766,吳夏誠,生產部,changwanhshing@gmail.com
51882,何峰浩,客服部,changwanhshing@gmail.com
75743,程國翔,人事部,changwanhshing@gmail.com
94493,田嘉燕,採購部,changwanhshing@gmail.com
45050,任峰煌,財務部,changwanhshing@gmail.com
26364,韓桂軍,研發部,changwanhshing@gmail.com
51945,黃淑靜,人事部,changwanhshing@gmail.com
77397,江雯昇,總務部,changwanhshing@gmail.com
54487,郭明淵,總務部,changwanhshing@gmail.com
41347,楊夏玲,財務部,changwanhshing@gmail.com
61909,蕭美昇,研發部,changwanhshing@gmail.com
97238,魏晴傑,研發部,changwanhshing@gmail.com
11468,杜峰豪,倉儲部,changwanhshing@gmail.com
50113,蘇峰敏,稽核部,changwanhshing@gmail.com
53603,劉建鳳,總務部,changwanhshing@gmail.com
64752,周建林,採購部,changwanhshing@gmail.com
99038,王欣超,採購部,changwanhshing@gmail.com
44770,潘志鳳,品管部,changwanhshing@gmail.com
14562,鄭晴賢,品管部,changwanhshing@gmail.com
34847,呂淑博,行銷部,changwanhshing@gmail.com
43452,張國森,法務部,changwanhshing@gmail.com
23836,陳秀秀,業務部,changwanhshing@gmail.com
64057,余麗敏,業務部,changwanhshing@gmail.com
28008,黃志浩,倉儲部,changwanhshing@gmail.com
17660,馮禮娟,財務部,changwanhshing@gmail.com
35126,彭孝文,資訊部,changwanhshing@gmail.com
22786,高雅毅,人事部,changwanhshing@gmail.com
98085,潘俊森,稽核部,changwanhshing@gmail.com
69839,何春豪,倉儲部,changwanhshing@gmail.com
16492,呂義毅,資訊部,changwanhshing@gmail.com
68711,丁宏雄,資訊部,changwanhshing@gmail.com
31920,吳麗誠,採購部,changwanhshing@gmail.com
40288,蔡秀誠,客服部,changwanhshing@gmail.com
60431,潘晨博,企劃部,changwanhshing@gmail.com
28885,任信芳,行銷部,changwanhshing@gmail.com
75921,蕭美洋,行銷部,changwanhshing@gmail.com
84611,孫慧芳,企劃部,changwanhshing@gmail.com
44877,朱桂勇,生產部,changwanhshing@gmail.com
19906,謝桂娟,客服部,changwanhshing@gmail.com
96067,楊孝林,總務部,changwanhshing@gmail.com
39784,王忠傑,總務部,changwanhshing@gmail.com
91748,江景賢,客服部,changwanhshing@gmail.com
79251,何淑洋,企劃部,changwanhshing@gmail.com
31808,田國毅,法務部,changwanhshing@gmail.com
55763,袁旭靜,總務部,changwanhshing@gmail.com
45511,朱雯燕,稽核部,changwanhshing@gmail.com
55339,曹雯麗,客服部,changwanhshing@gmail.com
69239,陳忠麗,生產部,changwanhshing@gmail.com
19361,葉景超,研發部,changwanhshing@gmail.com
56282,何欣煌,品管部,changwanhshing@gmail.com
18640,劉景樺,採購部,changwanhshing@gmail.com
81223,張麗昇,行銷部,changwanhshing@gmail.com
38359,曹惠浩,採購部,changwanhshing@gmail.com
46974,梁正淵,採購部,changwanhshing@gmail.com
53996,陳桂淵,研發部,changwanhshing@gmail.com
17550,趙淑偉,品管部,changwanhshing@gmail.com
40305,江欣宇,客服部,changwanhshing@gmail.com
30089,蔣桂鳳,採購部,changwanhshing@gmail.com
61901,許信雄,總務部,changwanhshing@gmail.com
27037,趙家龍,法務部,changwanhshing@gmail.com
20742,梁孝澤,稽核部,changwanhshing@gmail.com
81850,梁秀輝,生產部,changwanhshing@gmail.com
51345,梁淑誠,行銷部,changwanhshing@gmail.com
86709,田淑麗,資訊部,changwanhshing@gmail.com
98735,徐文文,企劃部,changwanhshing@gmail.com
83997,宋夏森,採購部,changwanhshing@gmail.com
36940,袁昊煌,總務部,changwanhshing@gmail.com
67227,葉晴洋,生產部,changwanhshing@gmail.com
90434,呂忠燕,稽核部,changwanhshing@gmail.com
28337,郭孝芳,生產部,changwanhshing@gmail.com
78807,王冬澤,資訊部,changwanhshing@gmail.com
20363,馮秋超,財務部,changwanhshing@gmail.com
41534,蔡雅龍,倉儲部,changwanhshing@gmail.com
47023,陳大軍,人事部,changwanhshing@gmail.com
87151,潘惠昇,生產部,changwanhshing@gmail.com
10225,江文森,生產部,changwanhshing@gmail.com
88025,謝冬麗,資訊部,changwanhshing@gmail.com
51770,黃桂強,行銷部,changwanhshing@gmail.com
81354,陳峰傑,生產部,changwanhshing@gmail.com
46144,劉俊超,法務部,changwanhshing@gmail.com
11977,鄭忠傑,研發部,changwanhshing@gmail.com
82170,張春棟,總務部,changwanhshing@gmail.com
56935,趙冬洋,業務部,changwanhshing@gmail.com
31747,朱昊澤,資訊部,changwanhshing@gmail.com
24345,曹信宇,資訊部,changwanhshing@gmail.com
46373,陳桂龍,企劃部,changwanhshing@gmail.com
73245,馬宏龍,研發部,changwanhshing@gmail.com
81903,黃偉龍,財務部,changwanhshing@gmail.com
59785,蘇正博,行銷部,changwanhshing@gmail.com
42423,袁景誠,資訊部,changwanhshing@gmail.com
71178,陳仁玲,財務部,changwanhshing@gmail.com
71195,謝淑勇,財務部,changwanhshing@gmail.com
72795,余志森,企劃部,changwanhshing@gmail.com
43183,韓晴賢,採購部,changwanhshing@gmail.com
13510,潘秀煌,人事部,changwanhshing@gmail.com
92043,韓麗樺,品管部,changwanhshing@gmail.com
77672,杜正輝,品管部,changwanhshing@gmail.com
58671,田夏龍,人事部,changwanhshing@gmail.com
69036,鄧偉明,採購部,changwanhshing@gmail.com
25123,宋桂鳳,企劃部,changwanhshing@gmail.com
40449,郭昊翔,財務部,changwanhshing@gmail.com
19562,蕭昊淵,企劃部,changwanhshing@gmail.com
18746,吳佳煌,企劃部,changwanhshing@gmail.com
10258,黃晨云,倉儲部,changwanhshing@gmail.com
74561,杜俊文,法務部,changwanhshing@gmail.com
32929,徐峰博,企劃部,changwanhshing@gmail.com
74755,鄭俊靜,法務部,changwanhshing@gmail.com
60996,梁志森,企劃部,changwanhshing@gmail.com
93098,朱孝宇,人事部,changwanhshing@gmail.com
61500,許夏煌,稽核部,changwanhshing@gmail.com
79437,徐嘉靜,生產部,changwanhshing@gmail.com
25483,蘇春傑,客服部,changwanhshing@gmail.com
75127,袁禮秀,稽核部,changwanhshing@gmail.com
46140,蘇嘉浩,稽核部,changwanhshing@gmail.com
38992,高淑云,稽核部,changwanhshing@gmail.com
35802,劉仁燕,品管部,changwanhshing@gmail.com
81204,吳雅淵,財務部,changwanhshing@gmail.com
47335,呂建龍,倉儲部,changwanhshing@gmail.com
46348,蔣偉翔,客服部,changwanhshing@gmail.com
15732,趙昊翔,採購部,changwanhshing@gmail.com
42536,劉秀文,資訊部,changwanhshing@gmail.com
80484,楊淑輝,研發部,changwanhshing@gmail.com
86035,王桂誠,品管部,changwanhshing@gmail.com
71845,蕭美森,行銷部,changwanhshing@gmail.com
87672,李孝軍,研發部,changwanhshing@gmail.com
69596,高義麗,生產部,changwanhshing@gmail.com
81488,王冬樺,人事部,changwanhshing@gmail.com
50653,葉桂敏,生產部,changwanhshing@gmail.com
87699,林秀澤,研發部,changwanhshing@gmail.com
34633,鄭春森,財務部,changwanhshing@gmail.com
17935,王大娟,研發部,changwanhshing@gmail.com
57740,葉信勇,稽核部,changwanhshing@gmail.com
46799,蔡家豪,品管部,changwanhshing@gmail.com
55398,宋仁超,品管部,changwanhshing@gmail.com
17309,蔣昊毅,業務部,changwanhshing@gmail.com
96605,黃冬雄,業務部,changwanhshing@gmail.com
21738,朱忠鳳,稽核部,changwanhshing@gmail.com
63362,丁宏娟,研發部,changwanhshing@gmail.com
67749,周俊澤,總務部,changwanhshing@gmail.com
80440,曾麗云,財務部,changwanhshing@gmail.com
52248,田晨賢,企劃部,changwanhshing@gmail.com
71564,陳志林,資訊部,changwanhshing@gmail.com
30297,鄭淑誠,研發部,changwanhshing@gmail.com
98796,呂明鳳,企劃部,changwanhshing@gmail.com
98836,劉嘉樺,資訊部,changwanhshing@gmail.com
70358,朱雅偉,資訊部,changwanhshing@gmail.com
76823,江嘉云,總務部,changwanhshing@gmail.com
20644,趙明軍,稽核部,changwanhshing@gmail.com
35885,余禮秀,人事部,changwanhshing@gmail.com
81189,馮國龍,稽核部,changwanhshing@gmail.com
45430,潘麗強,倉儲部,changwanhshing@gmail.com
26630,胡禮燕,總務部,changwanhshing@gmail.com
10150,林秋棟,行銷部,changwanhshing@gmail.com
82162,余嘉偉,研發部,changwanhshing@gmail.com
93479,田冬達,法務部,changwanhshing@gmail.com
54181,葉淑龍,品管部,changwanhshing@gmail.com
51760,郭俊雄,財務部,changwanhshing@gmail.com
23123,王大輝,品管部,changwanhshing@gmail.com
31017,朱宜毅,人事部,changwanhshing@gmail.com
76639,蕭家麗,採購部,changwanhshing@gmail.com
23946,何俊傑,法務部,changwanhshing@gmail.com
40116,蔡文鳳,總務部,changwanhshing@gmail.com
89000,蔣文樺,稽核部,changwanhshing@gmail.com
49708,袁俊勇,人事部,changwanhshing@gmail.com
39257,曾國麗,法務部,changwanhshing@gmail.com
46233,李佳麗,稽核部,changwanhshing@gmail.com
70856,許雯達,人事部,changwanhshing@gmail.com
48989,宋偉翔,倉儲部,changwanhshing@gmail.com
83276,曾義昇,資訊部,changwanhshing@gmail.com
53253,董偉達,企劃部,changwanhshing@gmail.com
88607,葉麗森,研發部,changwanhshing@gmail.com
88577,宋雯軍,倉儲部,changwanhshing@gmail.com
31544,陳淑麗,品管部,changwanhshing@gmail.com
33195,唐麗豪,稽核部,changwanhshing@gmail.com
18322,謝秋林,稽核部,changwanhshing@gmail.com
71288,謝忠毅,稽核部,changwanhshing@gmail.com
20747,何慧敏,客服部,changwanhshing@gmail.com
21196,田秋娟,總務部,changwanhshing@gmail.com
62358,馬家玲,稽核部,changwanhshing@gmail.com
46540,任麗雄,生產部,changwanhshing@gmail.com
28859,彭志昇,企劃部,changwanhshing@gmail.com
34534,宋國澤,生產部,changwanhshing@gmail.com
16374,趙麗靜,採購部,changwanhshing@gmail.com
18802,蘇美軍,生產部,changwanhshing@gmail.com
48416,孫夏毅,法務部,changwanhshing@gmail.com
87310,許俊澤,人事部,changwanhshing@gmail.com
94845,余佳鳳,客服部,changwanhshing@gmail.com
62128,任信勇,法務部,changwanhshing@gmail.com
53455,韓欣玲,客服部,changwanhshing@gmail.com
86803,徐孝靜,企劃部,changwanhshing@gmail.com
20140,宋建芳,稽核部,changwanhshing@gmail.com
87065,張宜勇,業務部,changwanhshing@gmail.com
55381,王冬毅,財務部,changwanhshing@gmail.com
54924,曹秀達,研發部,changwanhshing@gmail.com
45718,曾欣宇,業務部,changwanhshing@gmail.com
41598,程惠昇,財務部,changwanhshing@gmail.com
99067,曹慧燕,法務部,changwanhshing@gmail.com
37975,任志浩,生產部,changwanhshing@gmail.com
48224,黃秋勇,財務部,changwanhshing@gmail.com
26787,程偉鳳,資訊部,changwanhshing@gmail.com
82943,劉秀麗,法務部,changwanhshing@gmail.com
35153,曾雯雄,品管部,changwanhshing@gmail.com
44767,任佳敏,業務部,changwanhshing@gmail.com
10646,蔣旭毅,研發部,changwanhshing@gmail.com
92639,梁宜輝,總務部,changwanhshing@gmail.com
93115,羅秋淵,法務部,changwanhshing@gmail.com
23341,任春敏,採購部,changwanhshing@gmail.com
79294,董文燕,財務部,changwanhshing@gmail.com
35363,周夏毅,業務部,changwanhshing@gmail.com
15247,蘇雯文,行銷部,changwanhshing@gmail.com
94250,韓大龍,財務部,changwanhshing@gmail.com
79800,楊秋軍,財務部,changwanhshing@gmail.com
82743,陳宏燕,倉儲部,changwanhshing@gmail.com
62678,羅惠玲,業務部,changwanhshing@gmail.com
43296,魏美棟,採購部,changwanhshing@gmail.com
16902,胡俊輝,企劃部,changwanhshing@gmail.com
47572,梁雯森,行銷部,changwanhshing@gmail.com
71327,周惠明,企劃部,changwanhshing@gmail.com
82574,羅夏樺,法務部,changwanhshing@gmail.com
67314,黃麗麗,稽核部,changwanhshing@gmail.com
68462,郭麗淵,行銷部,changwanhshing@gmail.com
41155,羅桂秀,行銷部,changwanhshing@gmail.com
77445,李國敏,倉儲部,changwanhshing@gmail.com
23320,任景博,總務部,changwanhshing@gmail.com
31572,林雯麗,人事部,changwanhshing@gmail.com
62086,楊志棟,財務部,changwanhshing@gmail.com
16660,孫大燕,資訊部,changwanhshing@gmail.com
44897,曹大翔,研發部,changwanhshing@gmail.com
88269,袁晨靜,行銷部,changwanhshing@gmail.com
49001,彭正麗,研發部,changwanhshing@gmail.com
20899,羅信豪,品管部,changwanhshing@gmail.com
98770,蕭偉林,行銷部,changwanhshing@gmail.com
76350,葉仁宇,品管部,changwanhshing@gmail.com
42484,袁慧宇,客服部,changwanhshing@gmail.com
81069,羅慧豪,法務部,changwanhshing@gmail.com
14510,羅佳翔,人事部,changwanhshing@gmail.com
63293,余峰煌,研發部,changwanhshing@gmail.com
56086,呂雯昇,生產部,changwanhshing@gmail.com
84575,馮美麗,生產部,changwanhshing@gmail.com
12826,杜嘉玲,總務部,changwanhshing@gmail.com
17414,宋冬靜,企劃部,changwanhshing@gmail.com
78216,黃麗靜,財務部,changwanhshing@gmail.com
66802,任晴娟,品管部,changwanhshing@gmail.com
17832,趙家燕,企劃部,changwanhshing@gmail.com
60224,宋佳毅,品管部,changwanhshing@gmail.com
19808,韓惠強,品管部,changwanhshing@gmail.com
18030,田桂勇,資訊部,changwanhshing@gmail.com
99367,田昊浩,客服部,changwanhshing@gmail.com
34835,程晨浩,業務部,changwanhshing@gmail.com
99155,林忠秀,採購部,changwanhshing@gmail.com
98422,吳國博,總務部,changwanhshing@gmail.com
43469,梁慧棟,企劃部,changwanhshing@gmail.com
11879,潘桂敏,人事部,changwanhshing@gmail.com
56518,潘孝超,客服部,changwanhshing@gmail.com
70347,彭麗勇,資訊部,changwanhshing@gmail.com
46225,鄧秀澤,倉儲部,changwanhshing@gmail.com
73664,呂景浩,稽核部,changwanhshing@gmail.com
94783,唐麗強,研發部,changwanhshing@gmail.com
23307,林正誠,客服部,changwanhshing@gmail.com
27222,馮禮軍,資訊部,changwanhshing@gmail.com
59216,張景澤,稽核部,changwanhshing@gmail.com
63780,蔣美勇,採購部,changwanhshing@gmail.com
54906,徐景鳳,資訊部,changwanhshing@gmail.com
69776,江惠燕,客服部,changwanhshing@gmail.com
15097,何美毅,倉儲部,changwanhshing@gmail.com
75843,鄭桂棟,研發部,changwanhshing@gmail.com
70110,江義博,企劃部,changwanhshing@gmail.com
82753,唐明強,客服部,changwanhshing@gmail.com
11924,葉晴毅,業務部,changwanhshing@gmail.com
88709,余宜博,行銷部,changwanhshing@gmail.com
54143,蕭欣樺,客服部,changwanhshing@gmail.com
44834,何宏洋,倉儲部,changwanhshing@gmail.com
22328,江麗豪,總務部,changwanhshing@gmail.com
82322,孫宏明,稽核部,changwanhshing@gmail.com
96507,蔣雯博,財務部,changwanhshing@gmail.com
51836,謝忠玲,企劃部,changwanhshing@gmail.com
40736,曹國輝,財務部,changwanhshing@gmail.com
17343,韓志文,採購部,changwanhshing@gmail.com
74697,吳晨林,倉儲部,changwanhshing@gmail.com
65092,余旭森,客服部,changwanhshing@gmail.com
41919,李佳文,採購部,changwanhshing@gmail.com
17275,丁忠強,業務部,changwanhshing@gmail.com
11106,鄭家鳳,業務部,changwanhshing@gmail.com
73379,黃慧敏,行銷部,changwanhshing@gmail.com
56464,林大超,客服部,changwanhshing@gmail.com
81727,孫雯達,採購部,changwanhshing@gmail.com
23517,呂晴秀,倉儲部,changwanhshing@gmail.com
36131,江桂翔,品管部,changwanhshing@gmail.com
26492,葉欣偉,行銷部,changwanhshing@gmail.com
62804,楊雯勇,財務部,changwanhshing@gmail.com
54455,徐昊鳳,人事部,changwanhshing@gmail.com
14982,胡峰煌,資訊部,changwanhshing@gmail.com
97971,何惠強,行銷部,changwanhshing@gmail.com
82719,周秀賢,企劃部,changwanhshing@gmail.com
82272,李偉明,稽核部,changwanhshing@gmail.com
67284,蕭忠勇,研發部,changwanhshing@gmail.com
15815,潘禮勇,企劃部,changwanhshing@gmail.com
52555,梁偉強,稽核部,changwanhshing@gmail.com
76608,葉雅毅,資訊部,changwanhshing@gmail.com
66322,董慧文,法務部,changwanhshing@gmail.com
71036,鄭麗云,資訊部,changwanhshing@gmail.com
83753,鄧宜龍,財務部,changwanhshing@gmail.com
28710,丁偉鳳,研發部,changwanhshing@gmail.com
74204,曹冬雄,品管部,changwanhshing@gmail.com
17193,朱俊娟,法務部,changwanhshing@gmail.com
83370,呂慧昇,稽核部,changwanhshing@gmail.com
34879,徐信強,研發部,changwanhshing@gmail.com
89841,韓景軍,生產部,changwanhshing@gmail.com
32425,彭宜昇,總務部,changwanhshing@gmail.com
52847,宋明燕,客服部,changwanhshing@gmail.com
24807,馬雯芳,生產部,changwanhshing@gmail.com
72277,蔣欣淵,品管部,changwanhshing@gmail.com
43433,孫欣勇,總務部,changwanhshing@gmail.com
92477,楊大雄,業務部,changwanhshing@gmail.com
14152,葉禮超,業務部,changwanhshing@gmail.com
84128,唐文勇,客服部,changwanhshing@gmail.com
90644,彭景賢,人事部,changwanhshing@gmail.com
62462,任秀云,資訊部,changwanhshing@gmail.com
86693,林雯棟,客服部,changwanhshing@gmail.com
67766,胡信玲,倉儲部,changwanhshing@gmail.com
41729,梁偉燕,企劃部,changwanhshing@gmail.com
27546,蕭忠傑,稽核部,changwanhshing@gmail.com
66785,韓志文,研發部,changwanhshing@gmail.com
74774,謝義棟,倉儲部,changwanhshing@gmail.com
83831,田宏超,總務部,changwanhshing@gmail.com
94955,林嘉宇,倉儲部,changwanhshing@gmail.com
51731,梁春明,生產部,changwanhshing@gmail.com
43596,趙宏娟,企劃部,changwanhshing@gmail.com
37405,楊晴毅,企劃部,changwanhshing@gmail.com
47870,董桂超,財務部,changwanhshing@gmail.com
62569,馬家浩,企劃部,changwanhshing@gmail.com
76557,呂俊文,研發部,changwanhshing@gmail.com
45245,蔡秀澤,生產部,changwanhshing@gmail.com
85654,田冬森,生產部,changwanhshing@gmail.com
79165,周欣賢,生產部,changwanhshing@gmail.com
11760,王俊煌,總務部,changwanhshing@gmail.com
13064,陳仁云,企劃部,changwanhshing@gmail.com
95965,謝冬文,業務部,changwanhshing@gmail.com
24382,蘇大博,倉儲部,changwanhshing@gmail.com
91238,任義昇,客服部,changwanhshing@gmail.com
24558,羅冬輝,倉儲部,changwanhshing@gmail.com
42198,蘇淑昇,企劃部,changwanhshing@gmail.com
99704,任晨鳳,品管部,changwanhshing@gmail.com
47361,唐志勇,業務部,changwanhshing@gmail.com
63123,馬夏森,法務部,changwanhshing@gmail.com
36698,丁明樺,研發部,changwanhshing@gmail.com
20091,潘慧毅,倉儲部,changwanhshing@gmail.com
67496,馬義林,總務部,changwanhshing@gmail.com
81618,魏信輝,品管部,changwanhshing@gmail.com
43519,杜禮軍,人事部,changwanhshing@gmail.com
31788,韓峰林,倉儲部,changwanhshing@gmail.com
